id,genres,cast,writers,production_companies,director,producers,original_language,runtime,rating,main_genre,lang,cast_count,writers_count,director_known
67,"Adventure, Family, Fantasy","Brent Morris, Kevin Wixted, Iulia Gavril, Stelian Nistor, Bryan J. Terrill, Godfrey James, Mihai Niculescu, David Brooks, Eugen Cristian Motriuc, Daniela Marzavan, Eileen T'Kaye, Ileana Sandulescu, Jamie Renée Smith, Saxon Trainor, Ion Haiduc, Gerrit Graham","Michael McGann, Ken Carter, Frank Dietz","Full Moon Entertainment, Moonbeam Entertainment, Castel Film",Ted Nicolaou,"Vlad Păunescu, Kevin Hyman, Charles Band",en,89,5.0,Adventure,en,16,3,1
68,"Drama, Action, Family, War","Charlotte Treadway, Charles Williams, Harry Davenport, Nancy Evans, John Vosper, Jerry Hunter, Lionel Stander, Sharyn Moffett, Howard Johnson",Unknown,Unknown,Herbert Kline,Unknown,en,77,4.5,Drama,en,9,0,1
69,Documentary,Michael Jones,Unknown,"Blowback Productions, HBO, HBO Documentary Films",Marc Levin,"Al Levin, Sheila Nevins, Marc Levin, Daphne Pinkerson",en,60,6.0,Documentary,en,1,0,1
70,"Music, Documentary, Drama","Geezer Butler, Lita Ford, Eddie Trunk, Tony Iommi, Mick Wall, Ronnie James Dio, Rob Halford, Sebastian Bach, Jack Black, Wendy Dio, Bill Ward, Vinny Appice, Don Coscarelli",Unknown,Unknown,"Don Argott, Demian Fenton",Unknown,en,116,7.5,Music,en,13,0,1
71,"Animation, Romance","Yuka Nukui, Riho Yoshioka, Hiroyuki Yoshino, Hiroki Maeda, You Taichi, Hiroshi Tsuchida, Ryo Sugisaki, Fukushi Ochiai, Shion Wakayama, Yuto Uemura, Chikahiro Kobayashi, Akinori Egoshi, Ryuichi Kijima, Taiten Kusunoki, Atsumi Tanezaki, Ryo Yoshizawa, Ken Matsudaira","Masayoshi Tanaka, Mari Okada, Tatsuyuki Nagai","CloverWorks, Aniplex, Fuji Television Network, TOHO, Story, KADOKAWA",Tatsuyuki Nagai,"Minami Ichikawa, Atsuhiro Iwakami, Yoshihiro Furusawa, Hiroyuki Shimizu, Shunsuke Saitou, Narumi Odagiri, Shinichirou Inoue, Ryu Utsui, Noriko Ozaki, Akira Shimizu, Genki Kawamura",ja,108,7.113,Animation,ja,17,3,1
72,"Horror, Romance","Chie Tanaka, Atsushi Okuno, Mitsuaki Kaneko, Runa Nagai, Tomomasa Ono, Akira Hirai, Eriko Odaira, Takara Harada, Hiroaki Muroi, Tomonori Yoshida, Mayumi Yoshida","Junji Ito, Shôtarô Oikawa",Unknown,Toshirô Inomata,"Yasuyuki Uemura, Shun Shimizu, Naotada Itô",ja,72,4.9,Horror,ja,11,2,1
73,Documentary,"Isla Blair, Drew Barrymore",Unknown,Shine TV,Unknown,"Antonia Hurford-Jones, Vanessa Colosi",en,185,7.0,Documentary,en,2,0,0
74,"Drama, Romance","Lillian Gish, Alfredo Bertone, Charles Lane, Francesco Socinus, Juliette La Violette, Michele Gualdi, James E. Abbe, Duncan Mansfield, Giovanni Viccola, Ronald Colman, Ida Carloni Talli, Gail Kane, Giacomo D'Attino, Alfredo Martinelli, Roman Ibanez, J. Barney Sherry, Gustavo Serena, Antonio Barda, Sheik Mahomet, Giuseppe Pavoni","George V. Hobart, Francis Marion Crawford, Charles E. Whittaker",Inspiration Pictures,Henry King,Henry King,en,135,7.0,Drama,en,20,3,1
75,"Drama, War","Tatsuya Nakadai, Yūko Mochizuki, Torahiko Hamada, Shozo Suzuki, Hiroshi Hijikata, Takeshi Katō, Keiko Kishi, Ryuji Kita, Eitarō Ozawa, Jun Yokoyama, Kōji Mitsui, Norikazu Takeda, Tomo'o Nagai, Ryôhei Uchida, Shinichirō Minami, Kō Mishima, Jun Tanizaki, Toshio Shimamura, Shōbun Inoue, Toshirô Hayano, Tsuneko Sasaki, Toshiko Kobayashi, Tsutomu Shimomoto, Isao Suenaga, Shoichi Kofujita, Kinzō Shin, Unpei Yokoyama, Hisashi Taki, Eiko Takamatsu, Binnosuke Nagao, Asao Sano, Tomio Aoki, Yūnosuke Itō",Kōbō Abe,"Shochiku, Shinei Productions",Masaki Kobayashi,Takeshi Ogura,ja,110,7.1,Drama,ja,33,1,1
76,"Action, Drama","Samuel Ratsch, Samuel Guevara, Fénix, Laura Dennis, Matthew Massie, Nicholas Massie, Brittany Baker, Dustin Runnels, Riho Hime, Maxwell Friedman, Chris Jericho, Brandi Runnels, Pentagón Jr., Ronnie Arneill, Beatrice St. Clere Priestley, Tyson Smith, Stephen Woltz, Nobuhiko Oshima, Shoko Nakajima, Joseph Janela, Cody Runnels, Simon Kippen, James Mcahren, Schuyler Andrews, Frank Gerdelman",Unknown,All Elite Wrestling,Unknown,Unknown,en,216,7.2,Action,en,25,0,0
77,"Crime, Thriller","Rudolf Fernau, Harry Wüstenhagen, Lex Barker, Kurd Pieritz, Karin Dor, Heinrich Gies, Carl de Vogt, Werner Peters, Walter Bluhm, Walo Lüönd, Hans Schwarz Jr., Alain Dijon, Georg Thomalla, Wolfgang Preiss, Zeev Berlinsky, Siegfried Lowitz, Gert Günther Hoffmann","Norbert Jacques, Artur Brauner, Ladislas Fodor",CCC Filmkunst,Harald Reinl,"Wolf Brauner, Artur Brauner",de,88,6.5,Crime,de,17,3,1
78,"Drama, Crime","Maruja Grifell, Carlos Múzquiz, Rafael Banquells, Silvia Pinal, Roberto Y. Palacios, Meche Barba, Abel Salazar, Arturo Martínez","Julián Soler, Xavier Villaurrutia, Alfredo Salazar",Cinematográfica ABSA,Julián Soler,Abel Salazar,en,83,5.5,Drama,en,8,3,1
79,"Thriller, War","James Cagney, Judith Lowry, Reed Hadley, Richard Conte, Melville Cooper, Karl Malden, Annabella, Dick Gordon, Dick Wessel, Sam Jaffe, Walter Abel, Frank Latimore","Sy Bartlett, John Monks Jr.",20th Century Fox,Henry Hathaway,Louis De Rochemont,en,95,5.868,Thriller,en,12,2,1
80,"Comedy, Romance","Roy Holder, Richard Burton, Giuseppe Castellano, Alan Webb, Alfredo Bianchini, Alberto Bonucci, Ken Parry, Valentino Bacchi, Giancarlo Cobelli, Valentino Macchi, Bice Valori, Victor Spinetti, Cyril Cusack, Vernon Dobtcheff, Mark Dignam, Aristide Catoni, Anthony Gardner, Adele Cambria, Elizabeth Taylor, Michael Hordern, Milena Vukotić, Giuseppe Transocchi, Natasha Pyne, Michael York, Alfred Lynch, Armando Tortorici, Luciano Bonanni, Carlo Pisacane, Iolanda Fortini, Aristide Caporale, Tina Perna","William Shakespeare, Franco Zeffirelli, Paul Dehn, Suso Cecchi d'Amico","Columbia Pictures, Royal Films International, FAI",Franco Zeffirelli,"Richard Burton, Franco Zeffirelli, Richard McWhorter",en,117,6.924,Comedy,en,31,4,1
81,Drama,"Janine Nolland, Louis Billy, André Le Gall, Lucien Callamand, Raymond Cordy, Henri Arius, Denyse Roux, Françoise Arnoul, Charles Blavette, Edouard Hemme, Marco Villa, René Blancard, Louis Lions, Aimé Clariond, Jacqueline Johel, Ketti Dallan",Unknown,Sport-Films,Willy Rozier,Unknown,fr,88,5.0,Drama,fr,16,0,1
82,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ja,70,6.0,Unknown,ja,0,0,0
83,"Drama, Romance","Joe Yamanaka, Jō Ishiwata, Chōichirō Kawarasaki, Katsuyuki Shinohara, Renji Ishibashi, Maiko Ogo, Hideo Murota, Kaori Kobayashi, Yoshio Harada, Yamasako Amika, Yukako Hayase, Miyuki Sugiura","Kei Ishizaka, Kazuo Komizu",Unknown,Kōji Wakamatsu,Kazuo Shimizu,ja,94,2.0,Drama,ja,12,2,1
84,Comedy,"Marcos Santos, Nikima Krakelê, Renata Gomes, Erlanes Duarte, Júnior André",Erlanes Duarte,Raça Ruim Filmes,Erlanes Duarte,Unknown,pt,123,5.8,Comedy,pt,5,1,1
85,Drama,"Joyin Cai, Jie Luo, Dylan Kuo, Pearl Luo, Yue Dongfeng, Li Muyun, Zhou Xiaofei, Yiying Chen, Kang Ning, Yu Yan-Kai",Unknown,Unknown,Wei Dong,Unknown,zh,78,3.0,Drama,zh,10,0,1
86,"Comedy, Science Fiction","Dauren Sergazin, Zhakhan Ultargaliev, Rano Umarova, Kairat Adilgerey, Zhuldyz Omirgali, Isbek Abilmazhinov, Tauekel Musilim, Bayurzhan Satov",Unknown,Tiger Films,Alen Niyazbekov,"Asel Batalova, Rano Umarova",ru,105,10.0,Comedy,ru,8,0,1
87,Documentary,"Liev Schreiber, Nick Buoniconti",Aaron Cohen,"HBO Documentary Films, HBO, HBO Sports",Bentley Weiner,"Abtin Motia, Rick Bernstein, Peter Nelson",en,74,7.0,Documentary,en,2,1,1
88,"Science Fiction, Thriller, Horror","Michaela Pace, Ashley Dyke, David Lundy, Kyle Licht, Silas Pereira-Olson, Zachary Golinger, Millicent Simmonds, John Krasinski, Robert A. Coldicott, Noah Jupe, Scott Matheny, Wayne Duvall, Stefania Warwick, Gary Sundown, Lauren-Ashley Cristiano, Blake DeLong, Cristalis Bonilla, Cillian Murphy, Alice Sophie Malyukova, Emily Blunt, Alycia Ripley, Bill Smith, Okieriete Onaodowan, Domonic Taggart, Sheri Fairchild, Djimon Hounsou, Dean Woodward, Scoot McNairy, Barbara Singer","Bryan Woods, John Krasinski, Scott Beck","Paramount, Platinum Dunes, Sunday Night",John Krasinski,"John Krasinski, Bradley Fuller, Michael Bay, Aaron Janus, Allyson Seeger, JoAnn Perritano, Andrew Form",en,97,7.493,Science Fiction,en,29,3,1
89,Documentary,"Jane Bown, Nobby Clark, Don McCullin, Rankin",Unknown,Hot Property Films,"Michael Whyte, Luke Dodd","Michael Whyte, Luke Dodd, Janine Marmot",en,90,5.8,Documentary,en,4,0,1
90,"Comedy, Crime","Ian Cockburn, Vincent Ball, Nicholas Hammond, Josephine Byrnes, Peter Mochrie, Rebel Penfold-Russell, Colleen Clifford, Kee Chan, Gandhi MacIntyre, Phil Collins, Andrew McMahon, Helen O'Connor, Mitchell McMahon, Hugo Weaving",Stephan Elliott,"Latent Image Productions Pty. Ltd., Australian Film Finance Corporation",Stephan Elliott,"Stuart Quin, Rebel Penfold-Russell, Andrena Finlay",en,90,5.952,Comedy,en,14,1,1
91,"Music, Comedy, Thriller","Rachel Rosenbloom, Guy Nardulli, David Shorr, Linda Kerns, Sarah Tither-Kaplan, Erica Acevado, Sean Liang, St. Vincent, Kash Abdulmalik, Daniel Mintseris, Gabriela Flores, Michael Bofshever, LaNora Terraé Hayden, Casey Miller, Nick Smoke, Amanda Pajer, Nancy Daly, Nick Molari, Tema Louise Sall, Jon Root, Jake La Botz, Stella Savoie, Rya Kihlstedt, Kate Bone, Becky Poole, Lincoln Jolly, Jon Darby, Robert Miano, Aisha Dee, John Aylward, Matt Johnson, Linda Carola, Steve Rankin, Toko Yasuda, Carrie Brownstein, Drew Connick, Dakota Johnson, Richard Wharton, Ezra Buzzington, Shae D'Lyn, Chris Aquilino, Cass Buggé","Carrie Brownstein, St. Vincent","Ways & Means, Topic Studios, Crazy Galore",Bill Benz,"Carrie Brownstein, Ryan Heller, Lana Kim, Maria Zuckerman, Jett Steiger, Adam Pincus, St. Vincent, Michael Bloom",en,92,6.087,Music,en,42,2,1
92,"Western, Action","Pedro Armendáriz Jr., Susana Hill, Luis Aguilar, Rodolfo de Anda, Jorge Russek","Rodolfo de Anda, Carlos Enrique Taboada",Productora Fílmica México,René Cardona,Unknown,es,80,5.0,Western,es,5,2,1
93,"TV Movie, Thriller, Mystery, Crime","Adrian Petriw, Matt Beairsto, Broadus Mattison, Jim Thorburn, Lini Evans, Chad Krowchuk, Lindsay Gibson, Eli Gabay, Andrea Bowen, Karen Holness, Casey Manderson, Yasmeene Ball, Brent Stait, Anja Savcic, Thomas Cadrot, Nils Hognestad","Karen Hanna, Cathy McKernan","Odyssey Media, Daro Film Distribution",David Winning,"Devi Singh, Pierre-Andre Rochat, Alexandra Julson, Kirk Shaw, Keith Shaw",en,87,4.8,TV Movie,en,16,2,1
94,Western,"Peggy O'Day, S.J. Bingham, Bud Osborne, Alfred Hewston, Horace B. Carpenter, David Dunbar, Jack Perrin, Martin Turner, Milburn Morante, Harry Pringle",Unknown,Robert J. Horner Productions,Unknown,Unknown,en,60,4.0,Western,en,10,0,0
95,"Crime, Horror, Thriller","Igor Savochkin, Igor Vdovin, Boris Nekrasov, Igor Chernevich, Anton Chernyak, Vyacheslav Razbegaev, Emiliya Spivak, Valentina Egorenkova, Yury Pimkin, Aleksandr Karpukhov, Андрей Томашевский, Igor Lifanov, Bakhtiar Aliev, Mikhail Samokhvalov, Sergey Shakurov, Yusup Bakhshiev, Ivan Urgant, Renata Litvinova, Maxim Britvenkov, Elena Rufanova, Gosha Kutsenko, Aleksey Serebryakov, Vadim Franchuk, Anatoliy Belyy, Mikhail Efremov, Aleksandr Poryvaev, Alena Babenko",Konstantin Murzenko,Arnold and Gregor Production,Denis Neimand,Unknown,ru,110,4.705,Crime,ru,27,1,1
96,"Documentary, Animation, History, Music",Unknown,"Elena Serra, José Sánchez-Montes","Siesta Producciones, Canal Sur, AC/E","José Sánchez-Montes, Manuel Siclia",Francesca Nicoll,es,78,2.0,Documentary,es,0,2,1
97,"Crime, Thriller, Action","Mohamed Said, Dana Marouf, Bo Svensson, Meliz Karlge, Patrik Larsson, Miran Kamala, Leo Wande, Aliette Opheim, Małgorzata Pieczyńska, Jakob Eklund, Peter Hladisch, Youssef Skhayri, Charlotta Larsson, Misagh Sharifa, Isidor Alcaide-Backlund, Svante Back, Mikael Tornving, Ivan Mathias Petersson, Muroa Ghesn, Marie Richardson, Victoria Dyrstad, Ori Merom Pics, Rezen Barawy, Christian Svensson, Alexander Karim, Sandra El Maliki, Jonatan Rodriguez, Simon Fezher, Alexandra Rapaport, Daniel Larsson, Zardasht Rad, Björn Bengtsson, Luma Bertling, Mårten Svedberg, Samir Chatty, Örjan Landström, Mahmut Suvakci, Zeljko Santrac, Christin Bondesson, Jens Hultén","Tage Åström, Richard Holm",Nordisk Film Denmark,Peter Lindmark,Unknown,sv,94,6.125,Crime,sv,40,2,1
98,"Drama, Thriller","René Laporte, Norodom Sihanouk, Monique Sihanouk, Nop Nem, Dy Saveth",Norodom Sihanouk,Khemara Pictures,Norodom Sihanouk,Norodom Sihanouk,km,110,6.0,Drama,km,5,1,1
99,Documentary,"Dave Young, Harley Prosper, Rosa Matilpi, Joe Chastis, Janet Brown, Marcus Raweater",Juan Manuel Sepulveda,Unknown,Juan Manuel Sepulveda,"Juan Manuel Sepulveda, Elsa Reyes, Isidore Bethel",es,70,6.0,Documentary,es,6,1,1
100,"Adventure, Comedy, Family, Fantasy, TV Movie","Judith M. Ford, Phillip Van Dyke, Emily Roeske, Rino Romano, Vincent Gambino, Todd Tolces, Elizabeth Fugere, Michael Patrick Egan, J.W. Crawford, V. Jude Hill, Kimberly J. Brown, Joey Zimmerman, Shannon Day, Brian Landon, Debbie Reynolds, Jordyn F. Fields, Sherilyn Lawson, Nurmi Husa, Johnny Useldinger, Jim Becker, Robin Thomas, Betty Moyer, George A. Keller, Hank Cartwright, Michele Mariana, Kenneth Choi, Judith Hoag","Ali Marie Matheson, Jon Cooksey, Paul Bernbaum","Singer/White Entertainment, Ventura Valley Films",Duwayne Dunham,"Steve White, Sheri Singer, Ron Mitchell",en,84,6.8,Adventure,en,27,3,1
101,"Comedy, Romance","William Alland, George Murphy, Sarah Edwards, William J. O'Brien, Dorothy Lloyd, Gus Glassmire, Eddie Hall, William Halligan, Netta Packer, Burgess Meredith, Joseph E. Bernard, Betty Breckenridge, Jack Briggs, Lurene Tuttle, Gertrude Short, Sidney Skolsky, Joe Cunningham, Phil Silvers, Edna Holland, Alexander Pollard, Knox Manning, Gayle Mellott, Sayre Dearing, Pat McKee, Barry Norton, Jane Seymour, Lenore Lonergan, Vickie Lester, Ellen Lowe, Jack Gargan, Bess Flowers, Jane Patten, Berry Kroeger, Jane Woodworth, Alan Marshal, Ginger Rogers, Edward Colebrook, Maurice Brierre, Michael Audley",Paul Jarrico,RKO Radio Pictures,Garson Kanin,Robert Sisk,en,87,5.2,Comedy,en,39,1,1
102,"Crime, Drama","Pierre Bonasse, Jacques Weber, Jean-Luc Bideau, Yan Brian, Jonathan Hunther, Barbara Laage, Françoise Fabian, Elisabeth Huppert, François Dyrek, Françoise Saint-Laurent, Jane Birkin, Jean-Louis Fortuit, Albert Michel, Bulle Ogier, Albert Simono, Jean-François Gobbi, Joël Felzines, Raymond Huguen, Jérôme Kaminsky, Sabine Glaser","Bernard Revon, François Leterrier, Madeleine Chapsal","Albina Productions S.a.r.l., Office de Radiodiffusion Télévision Française",François Leterrier,Albina du Boisrouvray,fr,95,4.667,Crime,fr,20,3,1
103,Music,"Robert Pollard, Tobin Sprout, Leland Cain, Kevin Fennell, Mitch Mitchell",Unknown,Pavemalk & Bobfather,Unknown,Unknown,en,120,9.0,Music,en,5,0,0
104,"Drama, Thriller","John Diehl, Michael Beach, Mark Harmon, Lisa Darr, Alex Paen, Blake Lindsley, Jennifer Joan Taylor, Kelly Bennett, Caroline Goodall, Jon Gries","Gary Preisler, Alex Graves",Trimark Pictures,Alex Graves,Unknown,en,85,6.6,Drama,en,10,2,1
105,Unknown,"Emiko Okada, Pauline Silvia, Howard Lukk, M.T. Silvia",Unknown,Unknown,M.T. Silvia,Unknown,en,87,5.3,Unknown,en,4,0,1
106,"Adventure, Drama, Family","Martin Brisebois, Ana Alarcon, Kyle Gatehouse, Andrew Simms, Callum Keith Rennie, Sabrina Reeves, Richard Jutras, Zachary Amzallag, Eric Davis, Robert Maillet, Mairtin O'Carrigan, Michel Perron, Christie Claymore, Amber Goldfarb, Susan Glover, Dawn Ford, Julian Richings, Helena Bonham Carter, Kyle Allatt, Dominique Pinon, Dylan Kingwell, Jakob Davies, Lisa Bronwyn Moore, Felicia Shulman, James Bradford, Judy Davis, Una Kay, Rick Mercer, Leigh Ann Taylor, Victor Cornfoot, Kyle Catlett, Harry Strandjofski, Anne-Sophie Bozon, Niamh Wilson, Sylvia Stewart, Rebecca Amzallag","Jean-Pierre Jeunet, Guillaume Laurant, Reif Larsen","Epithète Films, Cross Creek Pictures, Tapioca Films",Jean-Pierre Jeunet,"Tyler Thompson, Frédéric Brillion, Jean-Pierre Jeunet, Gilles Legrand, Francis Boespflug",en,105,6.813,Adventure,en,36,3,1
107,"Comedy, Drama, Romance","Mathias Sparre-Ulrich, Paw Henriksen, Bjarne Henriksen, Chapper Kim, Laura Bro, Thomas Gammeltoft, Jeppe Kaas, Lin Kun Wu, Johan Rabaeus, Mogens Rex, Vivian Wu, Charlotte Fich, Nicolas Winding Refn",Kim Fupz Aakeson,Fine & Mellow Productions,Henrik Ruben Genz,Unknown,da,88,6.55,Comedy,da,13,1,1
108,Drama,"Meie Castanho, Melvil Poupaud, Isabelle Carré, Dominique Jacquet, Arnaud Goudal, Pierre Louis-Calixte, Sylvie Haurie-Aussel, Kevin Sorieul, Paloma Hidalgo, Jean-Pierre Andréani, Maurice Antoni, Jérôme Kircher, Nicolas Moreau, Émile Berling, Marie Rivière, Louis-Ronan Choisy, Claire Vernet, Tania Dessources","Mathieu Hippeau, François Ozon",Le Pacte,François Ozon,Unknown,fr,89,6.2,Drama,fr,18,2,1
109,Drama,"Rafael Blam, Adrián Ghío, Chela Cardalda, Žarko Laušević, Jug Bebler, Osvaldo Santoro, Mira Furlan, Milan Erak, María Fiorentino, Olivera Marković, Joaquin Monaco, Mauricio Dayub, Valentina Božinovska, Eva Ras, Mirjana Joković","Albert Londres, Beda Docampo Feijóo, Juan Bautista Stagnaro, Elida Cecconi","JEMPSA, Smart Egg Pictures, C.F.S. Košutnjak, Art film 80",Juan Bautista Stagnaro,Unknown,sh,89,4.4,Drama,sh,15,4,1
110,Comedy,"Lili Popovich, Fabián Arenillas, Soledad García, Gerardo Otero, Victoria Césperes, Fabio Aste","Carlos Piwowarski, Javier Martínez Foffani, Walter Tejblum, Federico Viescas","MR Films, Tejblum Media, Chekka Cine","Mónica Ester Roza, Daniel Alvaredo","Walter Tejblum, Mónica Ester Roza",es,70,5.0,Comedy,es,6,4,1
111,"TV Movie, Drama","Michael Shulman, Lee Garlington, Stephanie Zimbalist, Gaby Hoffmann, Joanna Kerns",Cindy Myers,"Bernhardt-Friestat Entertainment, Robert Greenwald Productions, CBS",Frank Arnold,"Robert Greenwald, Lynn Arost, Philip K. Kleinbart",en,89,5.0,TV Movie,en,5,1,1
112,Documentary,"Theaster Gates, Fab 5 Freddy, Glenn O'Brien, Jean-Michel Basquiat, Bob Colacello, Kenny Scharf, Al Diaz, Stan Peskett, Suzanne Mallouk, Tony Shafrazi, Brett De Palma, Lisane Basquiat, Cathleen McGuigan, Marc Miller, Larry Gagosian, Paige Powell, Greg Tate, Michael Holman, Madonna, Debbie Harry, Michael Halsband, Diego Cortez, Robert Storr, Tamra Davis, Andy Warhol, Annina Nosei, Maripol, Bruno Bischofberger, Jennifer Vonholstein, Jeffrey Deitch, Mary Boone, Troy Stevenson-House, James Chance, Jeanine Basquiat",Unknown,BBC Studios,David Shulman,"David Shulman, Janet Lee",en,90,6.0,Documentary,en,34,0,1
113,Drama,"Joseph Kaufmann, Claudia Jennings, Robert Deman, Bonnie Bittner, Jolivett Cato, Maurice Sherbanee, Vic Dunlop, Alix Wyeth, Norman Burton",Gunther Collins,Unknown,Gunther Collins,Igo Kantor,en,80,5.333,Drama,en,9,1,1
114,Unknown,"Activista, YOTA5, Elena Akrita, Zak Kostopoulos, Georgios Iatrou, Antonis Stamopoulos, Lito Messini, Diamanti Kritsotaki, ER Libido, Nikos Ziaziaris, Mochi Georgiou, Veronique Tromokratisch, Metatheodosia, Mariza Tsari, Lia Smaragda, Filippos Vazakas, Stamatis Pakakis, Lambros Tsagkas",Unknown,Unknown,Fil Ieropoulos,Unknown,el,111,9.0,Unknown,el,18,0,1
115,Drama,"Martin Glade, Kirstin Warnke, Eric Langner, Christine Neubauer, Ole Tillmann, Katja Hoffmann, Ruth-Maria Kubitschek, Helmut Zierl, Iris Werlin, Jaecki Schwarz, Eckart von Hirschhausen, Kai Holzapfel, Julia Hartmann, Jan Fedder","Wolf Gremm, Kristin Hannah","Regina Ziegler Filmproduktion, ARD Degeto",Wolf Gremm,"Eva Roebling, Regina Ziegler, Wolfgang Hantke",de,88,4.5,Drama,de,14,2,1
116,Science Fiction,"Javier Tornos, Yvonne Medina, Nacho Andaluz, José Javier Gracia Osanz",Unknown,Hermetica films,Ric Salvador,Unknown,en,93,9.0,Science Fiction,en,4,0,1
117,Documentary,"José A. Mauro, Humberto Mauro",Unknown,"Canal Brasil, Di Mauro Filmes",André Di Mauro,André Di Mauro,pt,90,6.0,Documentary,pt,2,0,1
118,"Horror, Mystery, Thriller","David Higlen, Brad Culver, Austin Highsmith Garces, Bryce Gerlach, Ailsa Marshall, Terri Marsteiner, Stevens Gaston, Sara Tomko, Jeff Atik, Eve Sigall, Brandon Stacy, Michael McLafferty, Keith Foster, Steve Cembrinski, Kim Estes","Gabriel Cowan, John Suits","Imagination Worldwide, BIG Pictures, New Artists Alliance","Gabriel Cowan, John Suits","Gabriel Cowan, Bryce Gerlach",en,89,4.3,Horror,en,15,2,1
119,Comedy,"Paul Whitehouse, Rosie Cavaliero, Harry Enfield, Kathy Burke",Unknown,"BBC, Balloon Entertainment",Ed Bye,Unknown,en,60,7.0,Comedy,en,4,0,1
120,"Family, Comedy","Spencer Daniels, Peter Murnik, Håvard Lilleheie, Kendall Ryan Sanders, Paul J. Alessi, Traci Lords, Stephen O'Mahoney, Oscar Quintero, Anne Svanes, Britt Rothhammer, Louise Rosager, Cher Ferreyra, Gavin Reese Mosher, Judy Neuschafer, Kelsey Sanders, Rob Stam",J.T. O'Neal,"Au Pair, KS, MarVista Entertainment",J.T. O'Neal,"J.T. O'Neal, Rob Stam, Thomas L. Carmody",en,95,5.0,Family,en,16,1,1
121,Comedy,"Yvette Santos, Shoshanna Green, Bailey Kearns, Toyvon Cambell, Shasta Bell, Christian Nicholes, Noah Toth, Elijah Shepherd, Colby Hamann, Charles Curtice, Este June McEacheren, Mark Wayne McEacheren, Fatou Nia M'Bye, Kyle Langdon-Weyrich, Andrea Dersom, Eric Toms, Ryan Jack Connell, Sylvia Joan, Andy Casillas, Katrina Bonin, Gene Arroyo, Dustin Rhodes, Michael Hampton",David Codeglia,Unknown,David Codeglia,Gillian Wang,en,99,4.0,Comedy,en,23,1,1
122,"Music, Family","Caroline Henderson, Jytte Abildstrøm, Janus Dissing Rathke, Kaya Brüel, Trine Dyrholm, Nicolas Bro, Bodil Jørgensen, Anne-Grethe Bjarup Riis, Peter Frödin, Troels Lyby, Daimi, Steen Rasmussen, Michael Wikke, Anders W. Berthelsen","Steen Rasmussen, Michael Wikke",Græsted Film & Fjernsyn,"Steen Rasmussen, Michael Wikke",Unknown,da,92,4.7,Music,da,14,2,1
123,Thriller,"Shoichi Matsuda, Mitsuki Koga, Isamu Sugihara, Yohei Kisarazu, Chiemi Toi, Shôko Nakahara, Hiroaki Kawatsure, Natsuko Kimura, Miyuki Yokoyama",Hiroyasu Kubota,Guild Group,Ainosuke Shibata,Unknown,ja,70,3.0,Thriller,ja,9,1,1
